Phone Number,Call Time,Call Type,Call Status,Call Duration (minutes)
001-851-297-1946,2024-12-26 17:51:00,Inbound,Answered,9.55
360.334.6301,2024-12-26 17:39:00,Inbound,Missed,3.566666666666667
+1-412-356-9859x87701,2024-12-26 08:50:00,Inbound,Missed,5.616666666666666
001-946-957-8600,2024-12-26 05:41:00,Inbound,Missed,4.45
9883932923,2024-12-26 12:41:00,Inbound,Missed,5.483333333333333
2875003343,2024-12-26 04:19:00,Inbound,Missed,8.766666666666667
3525331361,2024-12-26 09:10:00,Inbound,Missed,8.85
001-822-247-8304,2024-12-26 04:01:00,Inbound,Answered,7.183333333333334
001-818-612-4456x77105,2024-12-26 01:00:00,Inbound,Missed,6.583333333333333
001-340-705-1193x554,2024-12-26 11:26:00,Inbound,Answered,9.766666666666667
755-737-1153x74368,2024-12-26 14:39:00,Inbound,Answered,8.7
(986)805-6131,2024-12-26 09:17:00,Inbound,Answered,5.533333333333333
(849)467-7439x7844,2024-12-26 17:52:00,Inbound,Missed,2.1333333333333333
(688)578-8872x8038,2024-12-26 02:10:00,Inbound,Answered,4.233333333333333
4182892332,2024-12-26 08:58:00,Inbound,Missed,2.4166666666666665
5069021667,2024-12-26 19:40:00,Inbound,Answered,5.4
(999)404-0843,2024-12-26 21:25:00,Inbound,Answered,7.65
+1-886-909-6875x9715,2024-12-26 02:37:00,Inbound,Answered,8.116666666666667
+1-460-378-5467x053,2024-12-26 16:56:00,Inbound,Answered,6.05
843.478.6367x04582,2024-12-26 15:32:00,Inbound,Answered,4.716666666666667
840.838.3550x64536,2024-12-26 17:26:00,Inbound,Answered,7.75
001-555-425-9837x1969,2024-12-26 12:17:00,Inbound,Missed,2.466666666666667
001-921-297-2954,2024-12-26 01:53:00,Inbound,Answered,3.5
643.989.1784x74385,2024-12-26 17:03:00,Inbound,Answered,8.416666666666666
(871)216-2052,2024-12-26 19:20:00,Inbound,Answered,5.933333333333334
(476)620-6391x7054,2024-12-26 05:41:00,Inbound,Missed,2.433333333333333
645-869-6727,2024-12-26 12:33:00,Inbound,Missed,6.416666666666667
203-233-8547,2024-12-26 05:22:00,Inbound,Answered,7.283333333333333
827.566.9371x1209,2024-12-26 08:42:00,Inbound,Answered,2.683333333333333
(294)387-6133,2024-12-26 03:30:00,Inbound,Missed,8.75
+1-778-974-1296x95639,2024-12-26 19:35:00,Inbound,Answered,8.833333333333334
(932)909-8738x7577,2024-12-26 23:00:00,Inbound,Answered,7.516666666666667
720-842-4241,2024-12-26 03:56:00,Inbound,Answered,4.5
583.630.0136,2024-12-26 07:47:00,Inbound,Answered,0.9833333333333333
333.450.9527x9218,2024-12-26 17:22:00,Inbound,Answered,5.45
761-460-5728,2024-12-26 00:05:00,Inbound,Answered,5.066666666666666
207-768-3478x2336,2024-12-26 01:30:00,Inbound,Answered,9.15
001-546-259-5461,2024-12-26 00:25:00,Inbound,Answered,4.166666666666667
3795208751,2024-12-26 08:20:00,Inbound,Answered,7.466666666666667
940.890.6551x07215,2024-12-26 01:34:00,Inbound,Missed,1.5333333333333334
(664)390-3974x33278,2024-12-26 16:06:00,Inbound,Missed,6.0
(622)896-7605,2024-12-26 12:25:00,Inbound,Answered,4.95
873.579.8759,2024-12-26 13:04:00,Inbound,Answered,5.916666666666667
778-225-1419x61374,2024-12-26 05:07:00,Inbound,Missed,7.516666666666667
348.823.2647,2024-12-26 06:06:00,Inbound,Answered,7.166666666666667
+1-972-880-6450x66053,2024-12-26 01:12:00,Inbound,Answered,8.033333333333333
(313)631-5260,2024-12-26 18:52:00,Inbound,Answered,7.75
479-650-0886x2071,2024-12-26 22:22:00,Inbound,Answered,7.3
339.223.2010x21634,2024-12-26 14:18:00,Inbound,Answered,4.933333333333334
6183517423,2024-12-26 07:39:00,Inbound,Missed,1.4166666666666667
981.417.1496x8760,2024-12-26 10:59:00,Inbound,Answered,5.066666666666666
985-221-7608,2024-12-26 08:28:00,Inbound,Answered,8.783333333333333
(283)291-5751,2024-12-26 14:12:00,Inbound,Answered,4.233333333333333
+1-362-777-8927x6929,2024-12-26 10:55:00,Inbound,Answered,6.283333333333333
3604655794,2024-12-26 09:15:00,Inbound,Answered,1.2666666666666666
(251)437-8494x8096,2024-12-26 02:39:00,Inbound,Answered,5.75
803-476-2942,2024-12-26 19:30:00,Inbound,Answered,8.133333333333333
9854283764,2024-12-26 12:43:00,Inbound,Missed,7.483333333333333
+1-716-334-1406x71767,2024-12-26 04:04:00,Inbound,Answered,4.266666666666667
+1-519-933-1326x1133,2024-12-26 17:08:00,Inbound,Answered,3.3333333333333335
885.526.6872x6558,2024-12-26 22:58:00,Inbound,Answered,9.633333333333333
447-240-3388,2024-12-26 01:47:00,Inbound,Answered,4.016666666666667
(637)662-3960,2024-12-26 06:07:00,Inbound,Missed,2.3666666666666667
456.334.3543x723,2024-12-26 07:37:00,Inbound,Answered,6.116666666666666
001-415-222-5288x8144,2024-12-26 17:36:00,Inbound,Answered,2.7
5363676931,2024-12-26 01:34:00,Inbound,Missed,9.7
789-286-0063x038,2024-12-26 13:41:00,Inbound,Answered,0.8333333333333334
5848754788,2024-12-26 02:21:00,Inbound,Answered,0.85
001-605-477-1136x059,2024-12-26 15:52:00,Inbound,Answered,6.966666666666667
(498)818-8263x952,2024-12-26 09:38:00,Inbound,Answered,2.033333333333333
723-446-4467x803,2024-12-26 10:36:00,Inbound,Answered,6.183333333333334
+1-817-623-7143x5650,2024-12-26 11:10:00,Inbound,Answered,6.516666666666667
(828)861-0538x6156,2024-12-26 02:56:00,Inbound,Answered,9.933333333333334
(280)692-8122x964,2024-12-26 18:52:00,Inbound,Answered,1.5666666666666667
+1-917-945-4461,2024-12-26 15:35:00,Inbound,Answered,1.3333333333333333
2185987288,2024-12-26 00:16:00,Inbound,Missed,9.35
(727)259-5019x3674,2024-12-26 12:35:00,Inbound,Answered,4.083333333333333
(540)759-5949,2024-12-26 06:50:00,Inbound,Answered,6.666666666666667
546.800.9806x625,2024-12-26 09:57:00,Inbound,Answered,9.633333333333333
+1-527-898-1111x747,2024-12-26 19:14:00,Inbound,Answered,3.8833333333333333
742.715.4107x37103,2024-12-26 10:22:00,Inbound,Missed,3.1666666666666665
222.586.9758x2683,2024-12-26 21:15:00,Inbound,Answered,9.633333333333333
+1-506-673-7458x76953,2024-12-26 08:16:00,Inbound,Answered,7.25
733.256.9222,2024-12-26 15:50:00,Inbound,Answered,4.4
3749560382,2024-12-26 12:34:00,Inbound,Answered,5.45
+1-354-874-1586x2347,2024-12-26 20:11:00,Inbound,Answered,3.25
001-439-715-5148x5336,2024-12-26 16:50:00,Inbound,Missed,6.866666666666666
001-976-496-3445,2024-12-26 06:40:00,Inbound,Answered,6.15
557.569.8292,2024-12-26 18:39:00,Inbound,Answered,7.55
(677)737-4422x359,2024-12-26 08:22:00,Inbound,Answered,4.166666666666667
404-584-1041x78023,2024-12-26 05:08:00,Inbound,Answered,9.933333333333334
208-568-7116,2024-12-26 00:13:00,Inbound,Answered,4.733333333333333
726.817.0191,2024-12-26 13:59:00,Inbound,Answered,0.7166666666666667
488-755-1596x643,2024-12-26 00:48:00,Inbound,Missed,1.1
001-831-251-7152x594,2024-12-26 07:57:00,Inbound,Answered,0.8333333333333334
2775176259,2024-12-26 18:29:00,Inbound,Answered,9.483333333333333
294-714-2112x120,2024-12-26 11:49:00,Inbound,Answered,2.2333333333333334
(762)525-4315x620,2024-12-26 21:42:00,Inbound,Answered,9.05
(673)682-3556,2024-12-26 23:40:00,Inbound,Answered,7.283333333333333
+1-474-207-8986,2024-12-26 00:19:00,Inbound,Answered,8.766666666666667
454-449-1517x60078,2024-12-26 11:26:00,Inbound,Missed,1.2166666666666666
4866462308,2024-12-26 00:02:00,Inbound,Answered,3.1666666666666665
522-289-4996x0920,2024-12-26 22:26:00,Inbound,Answered,5.316666666666666
001-785-234-7307x75438,2024-12-26 12:50:00,Inbound,Answered,5.633333333333334
5664567453,2024-12-26 10:29:00,Inbound,Answered,0.9
001-284-814-4978x880,2024-12-26 03:32:00,Inbound,Answered,4.416666666666667
(703)215-3500x98055,2024-12-26 07:00:00,Inbound,Missed,4.716666666666667
8664108829,2024-12-26 18:05:00,Inbound,Missed,1.0666666666666667
944.214.3470x2375,2024-12-26 08:07:00,Inbound,Answered,5.133333333333334
(217)770-5764x31685,2024-12-26 14:19:00,Inbound,Answered,2.6
9969553030,2024-12-26 16:47:00,Inbound,Answered,6.933333333333334
506-396-7318,2024-12-26 02:02:00,Inbound,Missed,7.333333333333333
+1-327-221-7292x087,2024-12-26 04:51:00,Inbound,Missed,2.7333333333333334
001-849-756-2213,2024-12-26 09:33:00,Inbound,Missed,5.1
502.821.4504x74497,2024-12-26 03:10:00,Inbound,Answered,1.9333333333333333
864.988.4823x597,2024-12-26 01:29:00,Inbound,Answered,1.8
416.242.2537x2290,2024-12-26 07:54:00,Inbound,Answered,1.75
001-365-814-2322,2024-12-26 17:44:00,Inbound,Answered,9.1
381-290-3916x674,2024-12-26 14:05:00,Inbound,Answered,7.583333333333333
914.838.7858,2024-12-26 23:55:00,Inbound,Answered,0.8333333333333334
723-459-2172,2024-12-26 12:42:00,Inbound,Missed,0.75
355-674-3288,2024-12-26 15:38:00,Inbound,Answered,9.733333333333333
+1-742-510-5712x7846,2024-12-26 02:53:00,Inbound,Answered,3.0833333333333335
2778595004,2024-12-26 19:49:00,Inbound,Answered,2.1166666666666667
+1-272-506-1354x1021,2024-12-26 03:15:00,Inbound,Answered,7.166666666666667
801-560-0159,2024-12-26 17:15:00,Inbound,Answered,3.8
589.618.4036x27913,2024-12-26 04:33:00,Inbound,Missed,5.816666666666666
001-633-284-2018x1424,2024-12-26 21:45:00,Inbound,Answered,6.016666666666667
+1-538-609-3768x8045,2024-12-26 13:27:00,Inbound,Answered,7.75
+1-285-423-9681x2493,2024-12-26 02:33:00,Inbound,Missed,9.233333333333333
(596)290-2485x9169,2024-12-26 20:12:00,Inbound,Answered,0.8833333333333333
001-837-796-5653x3710,2024-12-26 19:22:00,Inbound,Missed,5.65
(790)280-4187x706,2024-12-26 02:07:00,Inbound,Answered,5.166666666666667
(547)756-8980x0264,2024-12-26 14:50:00,Inbound,Answered,8.316666666666666
278-978-8116x35839,2024-12-26 22:36:00,Inbound,Answered,3.95
001-536-267-4347x9290,2024-12-26 04:27:00,Inbound,Missed,2.2
5085900727,2024-12-26 08:04:00,Inbound,Answered,5.0
001-570-845-7203x0640,2024-12-26 09:57:00,Inbound,Answered,8.533333333333333
001-998-568-8832x92528,2024-12-26 08:54:00,Inbound,Answered,6.916666666666667
728.822.8560x254,2024-12-26 10:45:00,Inbound,Answered,5.466666666666667
+1-201-658-0077x9348,2024-12-26 13:24:00,Inbound,Answered,7.816666666666666
001-929-891-6842x78585,2024-12-26 23:55:00,Inbound,Answered,2.0833333333333335
823.839.5940x4114,2024-12-26 11:08:00,Inbound,Missed,4.283333333333333
(297)791-0726x81832,2024-12-26 10:51:00,Inbound,Answered,7.433333333333334
220-924-6325,2024-12-26 15:27:00,Inbound,Answered,5.25
001-537-474-0059x515,2024-12-26 09:16:00,Inbound,Answered,8.733333333333333
859.562.2839,2024-12-26 07:58:00,Inbound,Answered,5.35
947-224-9590x571,2024-12-26 02:32:00,Inbound,Answered,9.6
930.961.1193,2024-12-26 06:55:00,Inbound,Answered,9.133333333333333
506.314.0305x4363,2024-12-26 04:38:00,Inbound,Answered,4.666666666666667
307.720.1575x91114,2024-12-26 19:57:00,Inbound,Answered,7.016666666666667
(718)685-8370,2024-12-26 03:43:00,Inbound,Answered,0.7833333333333333
223.386.7041x1132,2024-12-26 05:18:00,Inbound,Answered,8.966666666666667
270.669.3664,2024-12-26 03:36:00,Inbound,Missed,7.216666666666667
8939298118,2024-12-26 05:36:00,Inbound,Missed,6.85
635.693.4983x694,2024-12-26 15:20:00,Inbound,Answered,9.816666666666666
637-365-3771x5604,2024-12-26 15:54:00,Inbound,Answered,2.3333333333333335
001-780-812-1439,2024-12-26 10:43:00,Inbound,Answered,8.216666666666667
(992)656-3874x186,2024-12-26 13:52:00,Inbound,Answered,4.316666666666666
869.466.2444x9448,2024-12-26 04:07:00,Inbound,Answered,0.9166666666666666
9987548953,2024-12-26 18:17:00,Inbound,Answered,7.266666666666667
001-346-845-3510x9957,2024-12-26 12:13:00,Inbound,Answered,4.45
499-548-5776x0766,2024-12-26 07:05:00,Inbound,Answered,8.116666666666667
424-757-9774x384,2024-12-26 15:25:00,Inbound,Answered,6.8
(411)441-5291x41568,2024-12-26 10:31:00,Inbound,Missed,8.633333333333333
600.707.2673,2024-12-26 15:48:00,Inbound,Missed,2.35
+1-818-746-4703,2024-12-26 09:02:00,Inbound,Answered,5.8
605-998-2508x5239,2024-12-26 04:05:00,Inbound,Answered,6.166666666666667
(457)963-1742x075,2024-12-26 03:05:00,Inbound,Missed,2.95
8782311079,2024-12-26 05:22:00,Inbound,Missed,1.9166666666666667
001-804-272-4501x45500,2024-12-26 23:25:00,Inbound,Answered,2.1166666666666667
697.485.9976x80191,2024-12-26 10:23:00,Inbound,Answered,3.3833333333333333
(950)274-9946x5502,2024-12-26 23:47:00,Inbound,Answered,4.033333333333333
001-863-386-9296,2024-12-26 20:35:00,Inbound,Answered,8.85
849-938-2754x491,2024-12-26 01:22:00,Inbound,Missed,4.75
001-928-651-6184x896,2024-12-26 07:20:00,Inbound,Answered,1.9166666666666667
594-867-7880,2024-12-26 11:11:00,Inbound,Answered,2.9
329-366-2404,2024-12-26 05:03:00,Inbound,Answered,7.366666666666666
503-808-5532x139,2024-12-26 03:06:00,Inbound,Answered,8.566666666666666
001-929-928-0064x3885,2024-12-26 08:28:00,Inbound,Answered,9.416666666666666
738.983.1929x9219,2024-12-26 12:08:00,Inbound,Missed,4.466666666666667
866-229-8371,2024-12-26 13:31:00,Inbound,Missed,1.5
426.533.3692,2024-12-26 17:31:00,Inbound,Answered,8.916666666666666
432.552.9878x634,2024-12-26 01:40:00,Inbound,Answered,4.8
(286)524-9908x7975,2024-12-26 23:06:00,Inbound,Answered,7.516666666666667
401.601.5673x44603,2024-12-26 10:12:00,Inbound,Answered,5.8
+1-450-924-2738x0800,2024-12-26 08:52:00,Inbound,Answered,6.25
(435)739-5622,2024-12-26 05:56:00,Inbound,Answered,3.066666666666667
868-949-7328x687,2024-12-26 01:03:00,Inbound,Answered,1.1166666666666667
408-462-3329x0429,2024-12-26 13:48:00,Inbound,Answered,5.983333333333333
414-587-0267x5774,2024-12-26 15:26:00,Inbound,Answered,7.433333333333334
(290)937-7540x143,2024-12-26 18:58:00,Inbound,Answered,0.5833333333333334
001-899-558-6415,2024-12-26 18:46:00,Inbound,Answered,5.066666666666666
+1-460-861-5057,2024-12-26 08:31:00,Inbound,Answered,4.066666666666666
001-609-673-7797x397,2024-12-26 03:13:00,Inbound,Answered,8.833333333333334
8025847863,2024-12-26 15:46:00,Inbound,Missed,9.8
963.642.9268x8483,2024-12-26 03:28:00,Inbound,Answered,9.016666666666667
(518)714-2686,2024-12-26 04:46:00,Inbound,Answered,5.833333333333333
607-749-3245,2024-12-26 04:08:00,Inbound,Missed,4.516666666666667
(942)275-6838x274,2024-12-26 00:24:00,Inbound,Missed,5.983333333333333
001-766-262-9510,2024-12-26 02:06:00,Inbound,Answered,8.366666666666667
001-762-974-3441x0870,2024-12-26 07:35:00,Inbound,Answered,8.733333333333333
001-304-462-2864x4230,2024-12-26 04:27:00,Inbound,Answered,9.266666666666667
379-393-3903x61807,2024-12-26 06:45:00,Inbound,Answered,9.966666666666667
(264)744-5620,2024-12-26 13:40:00,Inbound,Answered,1.8833333333333333
807-987-6873x5034,2024-12-26 12:42:00,Inbound,Missed,2.283333333333333
(752)816-9033,2024-12-26 23:25:00,Inbound,Answered,7.75
001-935-539-3858x3685,2024-12-26 21:30:00,Inbound,Missed,1.8166666666666667
001-269-737-2536x76056,2024-12-26 22:00:00,Inbound,Answered,6.9
001-670-278-1462x26440,2024-12-26 02:52:00,Inbound,Answered,2.6666666666666665
5615599758,2024-12-26 19:52:00,Inbound,Missed,0.7166666666666667
001-337-369-5639x805,2024-12-26 20:00:00,Inbound,Missed,3.25
(458)387-9722x632,2024-12-26 08:50:00,Inbound,Answered,9.366666666666667
(537)229-8596x192,2024-12-26 02:33:00,Inbound,Answered,2.566666666666667
+1-985-605-0427x592,2024-12-26 00:44:00,Inbound,Answered,3.3333333333333335
(479)530-8875x8473,2024-12-26 02:12:00,Inbound,Missed,3.8666666666666667
270-201-3016,2024-12-26 06:44:00,Inbound,Answered,7.966666666666667
(299)545-1204,2024-12-26 22:02:00,Inbound,Answered,2.433333333333333
+1-642-303-4392x54877,2024-12-26 15:08:00,Inbound,Missed,1.15
842.900.8355,2024-12-26 04:23:00,Inbound,Answered,7.733333333333333
704-706-1486,2024-12-26 03:08:00,Inbound,Answered,8.95
596.528.4448x4403,2024-12-26 11:19:00,Inbound,Answered,3.4
(357)617-8449,2024-12-26 04:10:00,Inbound,Missed,9.45
214.812.7000x802,2024-12-26 01:27:00,Inbound,Answered,8.8
2349635486,2024-12-26 15:44:00,Inbound,Answered,2.8833333333333333
+1-457-988-3713x207,2024-12-26 01:43:00,Inbound,Missed,9.833333333333334
3706941079,2024-12-26 05:44:00,Inbound,Missed,7.633333333333334
+1-378-930-1680x35082,2024-12-26 19:35:00,Inbound,Answered,7.3
+1-710-601-6498x4822,2024-12-26 14:47:00,Inbound,Answered,0.65
+1-663-358-8290x68386,2024-12-26 13:28:00,Inbound,Answered,5.55
651-791-8301x5744,2024-12-26 16:56:00,Inbound,Answered,2.5
(551)668-1448,2024-12-26 01:00:00,Inbound,Answered,7.916666666666667
876.701.9995,2024-12-26 13:03:00,Inbound,Missed,5.516666666666667
741.609.4544x0404,2024-12-26 23:19:00,Inbound,Answered,5.116666666666666
340-551-9678,2024-12-26 14:33:00,Inbound,Answered,9.416666666666666
001-336-428-3366,2024-12-26 05:53:00,Inbound,Answered,6.0
(698)741-0617x874,2024-12-26 12:04:00,Inbound,Missed,6.833333333333333
(984)912-5980x5618,2024-12-26 07:19:00,Inbound,Missed,3.316666666666667
749-633-5894x869,2024-12-26 06:23:00,Inbound,Answered,2.9
+1-556-867-7903x585,2024-12-26 09:23:00,Inbound,Answered,5.45
419-858-0276,2024-12-26 09:33:00,Inbound,Answered,9.416666666666666
8375108303,2024-12-26 15:13:00,Inbound,Answered,3.9833333333333334
581-899-1939x65055,2024-12-26 05:04:00,Inbound,Answered,6.833333333333333
(636)496-4265x773,2024-12-26 01:10:00,Inbound,Missed,9.35
839.634.5221x5074,2024-12-26 20:57:00,Inbound,Answered,4.783333333333333
(422)663-9916x37863,2024-12-26 21:08:00,Inbound,Answered,8.55
(228)218-4146,2024-12-26 21:03:00,Inbound,Missed,8.383333333333333
2113113306,2024-12-26 08:23:00,Inbound,Answered,4.083333333333333
001-717-590-5663x8514,2024-12-26 22:05:00,Inbound,Answered,6.133333333333334
954.521.1833x41686,2024-12-26 10:04:00,Inbound,Answered,2.8
001-796-831-8070,2024-12-26 17:01:00,Inbound,Answered,3.3
(279)332-7958x5561,2024-12-26 14:03:00,Inbound,Answered,9.433333333333334
720.302.8171,2024-12-26 18:47:00,Inbound,Answered,8.583333333333334
265.478.2274x15339,2024-12-26 16:21:00,Inbound,Answered,0.6666666666666666
708.267.0769,2024-12-26 02:04:00,Inbound,Missed,5.916666666666667
001-482-767-3745,2024-12-26 02:59:00,Inbound,Missed,7.6
001-756-800-6703,2024-12-26 09:32:00,Inbound,Answered,3.55
(375)706-0535,2024-12-26 13:04:00,Inbound,Missed,3.05
209-241-9014,2024-12-26 04:41:00,Inbound,Missed,8.516666666666667
+1-398-493-8945x64690,2024-12-26 14:18:00,Inbound,Answered,1.6333333333333333
(246)277-4438x7375,2024-12-26 06:48:00,Inbound,Answered,0.5833333333333334
551.289.0422x05375,2024-12-26 21:56:00,Inbound,Missed,5.816666666666666
(465)959-0188,2024-12-26 17:56:00,Inbound,Missed,3.7
+1-618-540-3183,2024-12-26 08:30:00,Inbound,Answered,3.9
+1-659-921-3853,2024-12-26 21:31:00,Inbound,Answered,2.1
565.513.8732x60601,2024-12-26 18:33:00,Inbound,Missed,9.666666666666666
849.346.4031,2024-12-26 00:39:00,Inbound,Missed,8.316666666666666
4938062820,2024-12-26 13:03:00,Inbound,Answered,6.133333333333334
310-863-6371x928,2024-12-26 12:15:00,Inbound,Answered,2.1
001-685-772-3671,2024-12-26 16:22:00,Inbound,Answered,1.5333333333333334
+1-944-577-3098x49500,2024-12-26 18:35:00,Inbound,Answered,8.483333333333333
(689)777-4965x67969,2024-12-26 16:32:00,Inbound,Missed,3.1666666666666665
001-729-750-6129x5369,2024-12-26 11:44:00,Inbound,Missed,1.6333333333333333
(256)452-3366x53425,2024-12-26 19:18:00,Inbound,Answered,6.466666666666667
649-499-8635x09928,2024-12-26 17:08:00,Inbound,Answered,4.35
7885136953,2024-12-26 10:58:00,Inbound,Missed,6.383333333333334
+1-719-868-8261x022,2024-12-26 13:15:00,Inbound,Answered,0.7333333333333333
661.968.5899,2024-12-26 09:13:00,Inbound,Answered,3.783333333333333
(607)641-9095,2024-12-26 06:08:00,Inbound,Answered,5.183333333333334
(338)498-5980,2024-12-26 00:53:00,Inbound,Missed,5.35
+1-463-342-7351x917,2024-12-26 10:53:00,Inbound,Answered,7.766666666666667
+1-495-806-3397x4920,2024-12-26 20:22:00,Inbound,Answered,5.716666666666667
601.260.9523,2024-12-26 07:28:00,Inbound,Missed,6.766666666666667
(290)687-2662,2024-12-26 01:00:00,Inbound,Answered,7.366666666666666
(385)401-5441x69883,2024-12-26 09:35:00,Inbound,Answered,4.833333333333333
809-448-2015x52155,2024-12-26 01:59:00,Inbound,Answered,9.733333333333333
001-991-209-4817x1085,2024-12-26 16:06:00,Inbound,Answered,3.95
329-296-8994,2024-12-26 18:04:00,Inbound,Answered,1.8166666666666667
001-461-251-2676x8968,2024-12-26 12:12:00,Inbound,Answered,3.1
(636)509-8151x755,2024-12-26 19:56:00,Inbound,Answered,2.25
307-823-2376x40914,2024-12-26 07:56:00,Inbound,Answered,4.183333333333334
414.835.4181x95231,2024-12-26 05:26:00,Inbound,Answered,5.266666666666667
+1-771-958-0860x8900,2024-12-26 03:25:00,Inbound,Answered,3.533333333333333
001-485-837-5536x701,2024-12-26 08:27:00,Inbound,Answered,4.983333333333333
9422161401,2024-12-26 22:25:00,Inbound,Answered,2.2333333333333334
+1-336-630-2431,2024-12-26 08:13:00,Inbound,Answered,2.65
937.680.5174,2024-12-26 09:05:00,Inbound,Answered,9.4
+1-374-621-0901x571,2024-12-26 18:12:00,Inbound,Missed,7.033333333333333
(275)983-4796x718,2024-12-26 01:54:00,Inbound,Answered,6.133333333333334
+1-427-439-6845,2024-12-26 07:29:00,Inbound,Answered,5.216666666666667
001-416-844-4742,2024-12-26 19:39:00,Inbound,Missed,8.566666666666666
243.843.8290,2024-12-26 13:15:00,Inbound,Answered,4.066666666666666
882.672.1980x282,2024-12-26 12:06:00,Inbound,Answered,3.3666666666666667
001-665-433-6641,2024-12-26 05:55:00,Inbound,Missed,0.5333333333333333
(526)526-0201,2024-12-26 06:00:00,Inbound,Missed,4.45
361.965.6989x7885,2024-12-26 08:04:00,Inbound,Answered,4.183333333333334
541.467.0421x0880,2024-12-26 20:13:00,Inbound,Answered,2.05
9554062729,2024-12-26 10:51:00,Inbound,Answered,3.0
001-388-858-7799x2261,2024-12-26 23:48:00,Inbound,Missed,2.933333333333333
(756)201-6838x65392,2024-12-26 12:14:00,Inbound,Answered,3.3
999-738-7049x94733,2024-12-26 20:11:00,Inbound,Missed,8.6
893.893.6771x47031,2024-12-26 00:57:00,Inbound,Missed,0.5
321.525.7503,2024-12-26 23:54:00,Inbound,Answered,6.016666666666667
001-748-884-5325,2024-12-26 12:00:00,Inbound,Answered,1.8166666666666667
552.951.2162x321,2024-12-26 19:22:00,Inbound,Answered,1.3833333333333333
4203553690,2024-12-26 19:14:00,Inbound,Answered,2.8333333333333335
457.435.9742x84086,2024-12-26 04:51:00,Inbound,Answered,9.216666666666667
250-548-4486x2760,2024-12-26 19:13:00,Inbound,Answered,8.0
(566)681-9222,2024-12-26 06:25:00,Inbound,Answered,7.75
(223)824-6509,2024-12-26 16:48:00,Inbound,Answered,8.55
(377)690-7388x5382,2024-12-26 18:30:00,Inbound,Answered,6.066666666666666
416-673-4123x8960,2024-12-26 10:32:00,Inbound,Answered,5.65
001-532-786-3656x218,2024-12-26 05:59:00,Inbound,Answered,9.033333333333333
001-767-877-0521x9929,2024-12-26 16:44:00,Inbound,Answered,2.5
001-829-596-5586x49548,2024-12-26 01:17:00,Inbound,Answered,4.6
(495)224-2388,2024-12-26 03:04:00,Inbound,Answered,7.2
455-557-8151x6372,2024-12-26 01:55:00,Inbound,Answered,6.933333333333334
834-677-0180x4966,2024-12-26 07:56:00,Inbound,Missed,7.066666666666666
(515)995-9277x54140,2024-12-26 20:32:00,Inbound,Missed,8.583333333333334
001-962-523-6781x73686,2024-12-26 07:28:00,Inbound,Answered,6.55
(503)445-5007x9958,2024-12-26 00:40:00,Inbound,Answered,5.816666666666666
(882)319-7577x605,2024-12-26 17:58:00,Inbound,Answered,9.4
(822)522-4330x62911,2024-12-26 16:18:00,Inbound,Answered,5.9
619.329.1474,2024-12-26 00:01:00,Inbound,Missed,9.55
+1-648-648-6863x420,2024-12-26 11:19:00,Inbound,Answered,1.8333333333333333
652-952-7599x4906,2024-12-26 20:57:00,Inbound,Answered,4.15
+1-338-845-4393x85508,2024-12-26 06:52:00,Inbound,Answered,3.3333333333333335
+1-257-433-7368x020,2024-12-26 04:27:00,Inbound,Answered,5.233333333333333
7622696379,2024-12-26 11:37:00,Inbound,Answered,2.933333333333333
418.698.3184x5492,2024-12-26 06:03:00,Inbound,Answered,7.95
+1-237-491-7252x983,2024-12-26 11:02:00,Inbound,Answered,8.033333333333333
+1-278-957-7831x323,2024-12-26 02:01:00,Inbound,Answered,8.85
001-619-616-6508,2024-12-26 00:44:00,Inbound,Answered,4.766666666666667
872.258.5134x54369,2024-12-26 05:02:00,Inbound,Answered,2.55
378-292-4327,2024-12-26 20:01:00,Inbound,Missed,7.916666666666667
576-344-5821,2024-12-26 04:50:00,Inbound,Answered,6.433333333333334
001-294-775-2077,2024-12-26 03:47:00,Inbound,Answered,3.533333333333333
478.850.9955,2024-12-26 17:57:00,Inbound,Answered,0.9166666666666666
723.581.1661x312,2024-12-26 12:27:00,Inbound,Missed,6.733333333333333
+1-650-286-1040x14765,2024-12-26 02:28:00,Inbound,Answered,8.45
(962)499-1696x7506,2024-12-26 12:45:00,Inbound,Answered,6.4
+1-719-719-0529x34410,2024-12-26 22:36:00,Inbound,Missed,7.733333333333333
515.527.8682,2024-12-26 13:30:00,Inbound,Answered,4.133333333333334
(661)311-5507x55763,2024-12-26 20:00:00,Inbound,Answered,3.75
(227)886-6604x134,2024-12-26 03:26:00,Inbound,Answered,7.016666666666667
001-622-790-7610x6471,2024-12-26 11:29:00,Inbound,Answered,6.883333333333334
251.308.1168x70658,2024-12-26 10:18:00,Inbound,Answered,3.55
380.212.7438x986,2024-12-26 11:00:00,Inbound,Answered,0.6666666666666666
001-737-578-1629x856,2024-12-26 04:39:00,Inbound,Missed,3.8333333333333335
001-673-676-8257x4158,2024-12-26 05:22:00,Inbound,Answered,8.033333333333333
(495)374-4260,2024-12-26 14:54:00,Inbound,Missed,6.65
001-614-692-1701x275,2024-12-26 21:49:00,Inbound,Answered,9.466666666666667
(656)534-6379,2024-12-26 16:37:00,Inbound,Answered,3.816666666666667
(536)864-4053x733,2024-12-26 22:09:00,Inbound,Answered,0.5833333333333334
(948)427-8337x41601,2024-12-26 10:49:00,Inbound,Answered,5.783333333333333
